N,W_mld,W_sld,K_mld,K_sld,damping,starts,converged_runs,all_converged,max_iterations,max_residual,solution_spread_inf
19,4.0,4.0,1,1,0.4,25,25,True,53,1.4912081985896108e-12,2.5287202887191995e-12
19,4.0,4.0,1,3,0.4,25,25,True,56,1.506822444596878e-12,3.0967173270113335e-12
19,4.0,4.0,1,6,0.4,25,25,True,60,1.5553114351973818e-12,3.3823499556717707e-12
19,4.0,4.0,3,1,0.4,25,25,True,54,1.4172725493200033e-12,2.354855893615948e-12
19,4.0,4.0,3,3,0.4,25,25,True,56,1.483119183021131e-12,2.95247160053691e-12
19,4.0,4.0,3,6,0.4,25,25,True,64,1.5938361741518747e-12,3.647748769708414e-12
19,4.0,4.0,6,1,0.4,25,25,True,53,1.4926341412868638e-12,2.4252926056345103e-12
19,4.0,4.0,6,3,0.4,25,25,True,55,1.440181307543753e-12,2.9146685065484235e-12
19,4.0,4.0,6,6,0.4,25,25,True,63,1.5962231536548188e-12,3.527733660746435e-12
19,4.0,8.0,1,1,0.4,25,25,True,54,1.5180079415699765e-12,3.0577484988469905e-12
19,4.0,8.0,1,3,0.4,25,25,True,58,1.5489276528057871e-12,3.2848168629584507e-12
19,4.0,8.0,1,6,0.4,25,25,True,63,1.6044943151882762e-12,3.5724756486388287e-12
19,4.0,8.0,3,1,0.4,25,25,True,54,1.455974230069046e-12,2.882555305561141e-12
19,4.0,8.0,3,3,0.4,25,25,True,60,1.5748513604307846e-12,3.2244762415700734e-12
19,4.0,8.0,3,6,0.4,25,25,True,71,1.6979195827104832e-12,4.213518423057394e-12
19,4.0,8.0,6,1,0.4,25,25,True,54,1.4979684159754925e-12,2.902289519823853e-12
19,4.0,8.0,6,3,0.4,25,25,True,59,1.5474843628737744e-12,3.2392977189488192e-12
19,4.0,8.0,6,6,0.4,25,25,True,73,1.7237877791842493e-12,4.331979219784898e-12
19,4.0,16.0,1,1,0.4,25,25,True,56,1.5338841308221163e-12,3.187172747942668e-12
19,4.0,16.0,1,3,0.4,25,25,True,61,1.5903389716243055e-12,3.53722606760698e-12
19,4.0,16.0,1,6,0.4,25,25,True,66,1.656119685833346e-12,3.834266237845441e-12
19,4.0,16.0,3,1,0.4,25,25,True,57,1.5505929873427249e-12,3.2692737406136985e-12
19,4.0,16.0,3,3,0.4,25,25,True,67,1.6191492591133283e-12,3.940792137058224e-12
19,4.0,16.0,3,6,0.4,25,25,True,80,1.7061907442439406e-12,4.815925436219004e-12
19,4.0,16.0,6,1,0.4,25,25,True,56,1.5092371796754378e-12,3.096300993377099e-12
19,4.0,16.0,6,3,0.4,25,25,True,70,1.6460721674604883e-12,4.1115444382455735e-12
19,4.0,16.0,6,6,0.4,25,25,True,93,1.8811618929248652e-12,6.045164369083977e-12
19,8.0,4.0,1,1,0.4,25,25,True,53,1.488210596423123e-12,2.4724753494576035e-12
19,8.0,4.0,1,3,0.4,25,25,True,54,1.48903112062726e-12,3.015310223730694e-12
19,8.0,4.0,1,6,0.4,25,25,True,56,1.5362155991738291e-12,3.186895192186512e-12
19,8.0,4.0,3,1,0.4,25,25,True,53,1.4935292586004678e-12,2.4374668949889156e-12
19,8.0,4.0,3,3,0.4,25,25,True,55,1.5016321519567555e-12,3.0395130856675223e-12
19,8.0,4.0,3,6,0.4,25,25,True,58,1.548261518991012e-12,3.302746964806147e-12
19,8.0,4.0,6,1,0.4,25,25,True,53,1.488422232687192e-12,2.4186208591459035e-12
19,8.0,4.0,6,3,0.4,25,25,True,54,1.501437862927446e-12,2.9810875989966235e-12
19,8.0,4.0,6,6,0.4,25,25,True,58,1.5498713423767185e-12,3.2009950245992513e-12
19,8.0,8.0,1,1,0.4,25,25,True,54,1.3728185255246217e-12,2.694428014038408e-12
19,8.0,8.0,1,3,0.4,25,25,True,55,1.520061854165533e-12,3.0645486148728196e-12
19,8.0,8.0,1,6,0.4,25,25,True,57,1.529498749874847e-12,3.2251978865360797e-12
19,8.0,8.0,3,1,0.4,25,25,True,54,1.5048656765159762e-12,2.9919955402135656e-12
19,8.0,8.0,3,3,0.4,25,25,True,57,1.5304424394457783e-12,3.1986635562475385e-12
19,8.0,8.0,3,6,0.4,25,25,True,61,1.558364548515101e-12,3.1770697184185792e-12
19,8.0,8.0,6,1,0.4,25,25,True,54,1.4684364835204633e-12,2.9146685065484235e-12
19,8.0,8.0,6,3,0.4,25,25,True,56,1.5217271887024708e-12,3.149258631651719e-12
19,8.0,8.0,6,6,0.4,25,25,True,62,1.425304319013776e-12,3.1267211042518284e-12
19,8.0,16.0,1,1,0.4,25,25,True,55,1.490529921710504e-12,2.9799496203963827e-12
19,8.0,16.0,1,3,0.4,25,25,True,57,1.5384360452230794e-12,3.230193890146893e-12
19,8.0,16.0,1,6,0.4,25,25,True,58,1.5416556919944924e-12,3.256506175830509e-12
19,8.0,16.0,3,1,0.4,25,25,True,55,1.519395720350758e-12,3.12810888303261e-12
19,8.0,16.0,3,3,0.4,25,25,True,60,1.5683010445854961e-12,3.220312905227729e-12
19,8.0,16.0,3,6,0.4,25,25,True,64,1.624256285026604e-12,3.5413894039493243e-12
19,8.0,16.0,6,1,0.4,25,25,True,55,1.4749867993657517e-12,2.984723579402271e-12
19,8.0,16.0,6,3,0.4,25,25,True,61,1.5965007094109751e-12,3.5301761514006103e-12
19,8.0,16.0,6,6,0.4,25,25,True,68,1.6573409311604337e-12,3.998468223187501e-12
19,16.0,4.0,1,1,0.4,25,25,True,53,1.4862503588952691e-12,2.442679739034226e-12
19,16.0,4.0,1,3,0.4,25,25,True,54,1.474598221307133e-12,2.9223568009939527e-12
19,16.0,4.0,1,6,0.4,25,25,True,55,1.509292690826669e-12,3.025912853615864e-12
19,16.0,4.0,3,1,0.4,25,25,True,53,1.4888264232570947e-12,2.4246975954822503e-12
19,16.0,4.0,3,3,0.4,25,25,True,54,1.4702128403598635e-12,2.944172683427837e-12
19,16.0,4.0,3,6,0.4,25,25,True,56,1.4866441411243159e-12,2.9317104299764196e-12
19,16.0,4.0,6,1,0.4,25,25,True,53,1.4862208685961775e-12,2.4151809024930415e-12
19,16.0,4.0,6,3,0.4,25,25,True,54,1.4932499681208355e-12,2.9969360326731476e-12
19,16.0,4.0,6,6,0.4,25,25,True,55,1.496802681799636e-12,3.0610514123452504e-12
19,16.0,8.0,1,1,0.4,25,25,True,54,1.4723083863188435e-12,2.827404976812886e-12
19,16.0,8.0,1,3,0.4,25,25,True,54,1.4842571616213718e-12,2.9392044353926394e-12
19,16.0,8.0,1,6,0.4,25,25,True,55,1.5185075419310579e-12,3.091749078976136e-12
19,16.0,8.0,3,1,0.4,25,25,True,54,1.487004963607319e-12,2.939024024151138e-12
19,16.0,8.0,3,3,0.4,25,25,True,55,1.425304319013776e-12,2.902122986370159e-12
19,16.0,8.0,3,6,0.4,25,25,True,57,1.5063505998114124e-12,3.026745520884333e-12
19,16.0,8.0,6,1,0.4,25,25,True,53,1.4875461973318238e-12,2.9490021535849564e-12
19,16.0,8.0,6,3,0.4,25,25,True,55,1.5011880627469054e-12,3.010369731271112e-12
19,16.0,8.0,6,6,0.4,25,25,True,57,1.4442891327348661e-12,3.0061508837775364e-12
19,16.0,16.0,1,1,0.4,25,25,True,54,1.4381273949481965e-12,2.8899660442505137e-12
19,16.0,16.0,1,3,0.4,25,25,True,55,1.5145107390424073e-12,3.0954683261086302e-12
19,16.0,16.0,1,6,0.4,25,25,True,56,1.464495191783044e-12,2.982836200260408e-12
19,16.0,16.0,3,1,0.4,25,25,True,54,1.5231704786344835e-12,3.1887270601771434e-12
19,16.0,16.0,3,3,0.4,25,25,True,57,1.545652494883143e-12,2.926214826004525e-12
19,16.0,16.0,3,6,0.4,25,25,True,58,1.5668577546534834e-12,3.1205038553139275e-12
19,16.0,16.0,6,1,0.4,25,25,True,54,1.4837575612602905e-12,2.9909408283401717e-12
19,16.0,16.0,6,3,0.4,25,25,True,57,1.5484280524447058e-12,3.124056568992728e-12
19,16.0,16.0,6,6,0.4,25,25,True,60,1.5729639812889218e-12,3.444244889294623e-12
20,4.0,4.0,1,1,0.4,25,25,True,53,1.4988106242230792e-12,2.103614157866751e-12
20,4.0,4.0,1,3,0.4,25,25,True,55,1.5260293029228933e-12,3.0889180102633418e-12
20,4.0,4.0,1,6,0.4,25,25,True,60,1.5483725412934746e-12,3.336109166696133e-12
20,4.0,4.0,3,1,0.4,25,25,True,54,1.4515706345252788e-12,2.2349179798486496e-12
20,4.0,4.0,3,3,0.4,25,25,True,56,1.4844236950750656e-12,2.9321545191862697e-12
20,4.0,4.0,3,6,0.4,25,25,True,64,1.6244228184802978e-12,3.717082197596255e-12
20,4.0,4.0,6,1,0.4,25,25,True,54,1.4579717641516332e-12,2.217169156604193e-12
20,4.0,4.0,6,3,0.4,25,25,True,55,1.5056844659966373e-12,3.017308625175019e-12
20,4.0,4.0,6,6,0.4,25,25,True,62,1.500022328571049e-12,3.225475442292236e-12
20,4.0,8.0,1,1,0.4,25,25,True,54,1.4805101589132619e-12,2.9557190028839386e-12
20,4.0,8.0,1,3,0.4,25,25,True,58,1.5083490012557377e-12,3.1594171723270392e-12
20,4.0,8.0,1,6,0.4,25,25,True,62,1.6162626792493029e-12,3.518296765037121e-12
20,4.0,8.0,3,1,0.4,25,25,True,54,1.50293666401069e-12,2.867359127911584e-12
20,4.0,8.0,3,3,0.4,25,25,True,60,1.560307438808195e-12,3.1667446442895653e-12
20,4.0,8.0,3,6,0.4,25,25,True,70,1.675048988403205e-12,4.160671807085237e-12
20,4.0,8.0,6,1,0.4,25,25,True,54,1.4729883979214264e-12,2.9472951856845953e-12
20,4.0,8.0,6,3,0.4,25,25,True,58,1.5565881916757007e-12,3.304911899704166e-12
20,4.0,8.0,6,6,0.4,25,25,True,72,1.7081336345370346e-12,4.2131853561500066e-12
20,4.0,16.0,1,1,0.4,25,25,True,56,1.4704348849647886e-12,2.9898306053155466e-12
20,4.0,16.0,1,3,0.4,25,25,True,61,1.594335774512956e-12,3.495870259939693e-12
20,4.0,16.0,1,6,0.4,25,25,True,66,1.6425749649329191e-12,3.852362873146831e-12
20,4.0,16.0,3,1,0.4,25,25,True,57,1.5436540934388177e-12,3.0798141814614155e-12
20,4.0,16.0,3,3,0.4,25,25,True,67,1.6660561819037412e-12,4.000910713841677e-12
20,4.0,16.0,3,6,0.4,25,25,True,79,1.7492673975993966e-12,4.919620266718994e-12
20,4.0,16.0,6,1,0.4,25,25,True,56,1.5271117703719028e-12,3.122335723304559e-12
20,4.0,16.0,6,3,0.4,25,25,True,69,1.6868173524642316e-12,3.979483409466411e-12
20,4.0,16.0,6,6,0.4,25,25,True,91,1.8663959266973507e-12,5.9426907839110754e-12
20,8.0,4.0,1,1,0.4,25,25,True,53,1.4971157993870499e-12,2.3120593981018622e-12
20,8.0,4.0,1,3,0.4,25,25,True,54,1.4592771435673058e-12,2.93989832478303e-12
20,8.0,4.0,1,6,0.4,25,25,True,56,1.4861445407632345e-12,3.0799807149151093e-12
20,8.0,4.0,3,1,0.4,25,25,True,54,1.4535881179278398e-12,2.2229535920348376e-12
20,8.0,4.0,3,3,0.4,25,25,True,55,1.4872825193634753e-12,2.953082223200454e-12
20,8.0,4.0,3,6,0.4,25,25,True,58,1.522615367122171e-12,3.2193692156567977e-12
20,8.0,4.0,6,1,0.4,25,25,True,53,1.4975451434473541e-12,2.2731434790035365e-12
20,8.0,4.0,6,3,0.4,25,25,True,54,1.4775680678980052e-12,2.9728441930387817e-12
20,8.0,4.0,6,6,0.4,25,25,True,57,1.5067391778700312e-12,3.0180857812922568e-12
20,8.0,8.0,1,1,0.4,25,25,True,54,1.352307155144672e-12,2.638417262446069e-12
20,8.0,8.0,1,3,0.4,25,25,True,55,1.5220047444586271e-12,3.1243896359001155e-12
20,8.0,8.0,1,6,0.4,25,25,True,57,1.538325022920617e-12,3.232802914254762e-12
20,8.0,8.0,3,1,0.4,25,25,True,54,1.5084600235582002e-12,3.020028671585351e-12
20,8.0,8.0,3,3,0.4,25,25,True,56,1.54287693732158e-12,3.1437075165285933e-12
20,8.0,8.0,3,6,0.4,25,25,True,60,1.5523693441821251e-12,3.425038030968608e-12
20,8.0,8.0,6,1,0.4,25,25,True,54,1.462330256885025e-12,2.880307103936275e-12
20,8.0,8.0,6,3,0.4,25,25,True,56,1.4968581929508673e-12,2.9741209495171006e-12
20,8.0,8.0,6,6,0.4,25,25,True,61,1.563749130184533e-12,3.478883847662928e-12
20,8.0,16.0,1,1,0.4,25,25,True,54,1.513567049471476e-12,3.064604126024051e-12
20,8.0,16.0,1,3,0.4,25,25,True,57,1.5398238240038609e-12,3.1711300252368346e-12
20,8.0,16.0,1,6,0.4,25,25,True,58,1.5651924201165457e-12,3.1999958238770887e-12
20,8.0,16.0,3,1,0.4,25,25,True,55,1.4808154702450338e-12,3.0287994334798896e-12
20,8.0,16.0,3,3,0.4,25,25,True,60,1.5769607841775724e-12,3.240352430822213e-12
20,8.0,16.0,3,6,0.4,25,25,True,64,1.6214807274650411e-12,3.674505144601881e-12
20,8.0,16.0,6,1,0.4,25,25,True,55,1.5145107390424073e-12,3.0464519795714295e-12
20,8.0,16.0,6,3,0.4,25,25,True,61,1.597999510494219e-12,3.440303597557204e-12
20,8.0,16.0,6,6,0.4,25,25,True,68,1.5735190928012344e-12,3.8338221486355906e-12
20,16.0,4.0,1,1,0.4,25,25,True,53,1.4959596061903113e-12,2.2907769431368408e-12
20,16.0,4.0,1,3,0.4,25,25,True,54,1.4506451595508452e-12,2.879169125336034e-12
20,16.0,4.0,1,6,0.4,25,25,True,55,1.5106249584562192e-12,3.043565399707404e-12
20,16.0,4.0,3,1,0.4,25,25,True,53,1.4977932089044188e-12,2.2774733487995746e-12
20,16.0,4.0,3,3,0.4,25,25,True,54,1.478178690561549e-12,2.9205526885789368e-12
20,16.0,4.0,3,6,0.4,25,25,True,55,1.5225043448197084e-12,3.0595526112620064e-12
20,16.0,4.0,6,1,0.4,25,25,True,53,1.4960793021101537e-12,2.270862317632627e-12
20,16.0,4.0,6,3,0.4,25,25,True,54,1.4932499681208355e-12,2.9757862840540383e-12
20,16.0,4.0,6,6,0.4,25,25,True,55,1.5143442055887135e-12,3.106181978296263e-12
20,16.0,8.0,1,1,0.4,25,25,True,54,1.4295786776585828e-12,2.818453803676846e-12
20,16.0,8.0,1,3,0.4,25,25,True,54,1.502187263469068e-12,2.9911073617938655e-12
20,16.0,8.0,1,6,0.4,25,25,True,55,1.4948042803553108e-12,3.0335733924857777e-12
20,16.0,8.0,3,1,0.4,25,25,True,54,1.4566958750350523e-12,2.9133778722822967e-12
20,16.0,8.0,3,3,0.4,25,25,True,55,1.481703648664734e-12,2.8964053377933396e-12
20,16.0,8.0,3,6,0.4,25,25,True,57,1.5429879596240426e-12,3.20887760807409e-12
20,16.0,8.0,6,1,0.4,25,25,True,53,1.5041579093377777e-12,2.988748137866537e-12
20,16.0,8.0,6,3,0.4,25,25,True,55,1.4751533328194455e-12,2.8797519924239623e-12
20,16.0,8.0,6,6,0.4,25,25,True,57,1.5496492977717935e-12,3.0062063949287676e-12
20,16.0,16.0,1,1,0.4,25,25,True,54,1.4035994588823542e-12,2.81874523722081e-12
20,16.0,16.0,1,3,0.4,25,25,True,55,1.5171752743015077e-12,3.057110120607831e-12
20,16.0,16.0,1,6,0.4,25,25,True,56,1.528666082606378e-12,3.053668429231493e-12
20,16.0,16.0,3,1,0.4,25,25,True,54,1.500327639902821e-12,3.0265789874306392e-12
20,16.0,16.0,3,3,0.4,25,25,True,56,1.4961920591360922e-12,3.0819791163594346e-12
20,16.0,16.0,3,6,0.4,25,25,True,58,1.5500933869816436e-12,3.311795282456842e-12
20,16.0,16.0,6,1,0.4,25,25,True,54,1.5044077095183184e-12,3.015893090818622e-12
20,16.0,16.0,6,3,0.4,25,25,True,57,1.5273893261280591e-12,3.1793456756190608e-12
20,16.0,16.0,6,6,0.4,25,25,True,60,1.5256684804398901e-12,3.208655563469165e-12
21,4.0,4.0,1,1,0.4,25,25,True,54,1.4026505651409948e-12,1.858005069244051e-12
21,4.0,4.0,1,3,0.4,25,25,True,55,1.4837575612602905e-12,3.0107583093297308e-12
21,4.0,4.0,1,6,0.4,25,25,True,59,1.5731305147426156e-12,3.3928970744057096e-12
21,4.0,4.0,3,1,0.4,25,25,True,54,1.4460108457847731e-12,1.8653750419317383e-12
21,4.0,4.0,3,3,0.4,25,25,True,56,1.5182299861749016e-12,2.8444469002408823e-12
21,4.0,4.0,3,6,0.4,25,25,True,63,1.5543677456264504e-12,3.506195334068707e-12
21,4.0,4.0,6,1,0.4,25,25,True,54,1.4462866668174534e-12,1.8611640006938046e-12
21,4.0,4.0,6,3,0.4,25,25,True,55,1.5092371796754378e-12,3.01095259835904e-12
21,4.0,4.0,6,6,0.4,25,25,True,62,1.5991097335188442e-12,3.4551250749359497e-12
21,4.0,8.0,1,1,0.4,25,25,True,54,1.4948875470821577e-12,2.91132395968674e-12
21,4.0,8.0,1,3,0.4,25,25,True,57,1.5514256546111937e-12,3.2500668822876833e-12
21,4.0,8.0,1,6,0.4,25,25,True,62,1.5972778655282127e-12,3.6038949602357206e-12
21,4.0,8.0,3,1,0.4,25,25,True,54,1.5161344402159216e-12,3.0173641363262504e-12
21,4.0,8.0,3,3,0.4,25,25,True,59,1.5684120668879586e-12,3.3625324746822116e-12
21,4.0,8.0,3,6,0.4,25,25,True,70,1.6842083283563625e-12,4.032163491984875e-12
21,4.0,8.0,6,1,0.4,25,25,True,54,1.5061840663577186e-12,2.9555802250058605e-12
21,4.0,8.0,6,3,0.4,25,25,True,58,1.554700812533838e-12,3.2907565561401952e-12
21,4.0,8.0,6,6,0.4,25,25,True,71,1.6781576128721554e-12,4.214517623779557e-12
21,4.0,16.0,1,1,0.4,25,25,True,55,1.5241696793566462e-12,3.113509450258789e-12
21,4.0,16.0,1,3,0.4,25,25,True,60,1.531219595563016e-12,3.3857361358968774e-12
21,4.0,16.0,1,6,0.4,25,25,True,66,1.6440182548649318e-12,3.8120617773529375e-12
21,4.0,16.0,3,1,0.4,25,25,True,56,1.4524770275414767e-12,3.038347351491666e-12
21,4.0,16.0,3,3,0.4,25,25,True,66,1.655453552018571e-12,3.867073328223114e-12
21,4.0,16.0,3,6,0.4,25,25,True,79,1.780353642288901e-12,4.725331237409591e-12
21,4.0,16.0,6,1,0.4,25,25,True,55,1.5068779557481093e-12,3.0696556407860953e-12
21,4.0,16.0,6,3,0.4,25,25,True,68,1.638689184346731e-12,3.872291376438852e-12
21,4.0,16.0,6,6,0.4,25,25,True,90,1.7844614674800141e-12,5.563438598699122e-12
21,8.0,4.0,1,1,0.4,25,25,True,54,1.4826612160234731e-12,1.8585428335216037e-12
21,8.0,4.0,1,3,0.4,25,25,True,54,1.5096812688852879e-12,2.9820590441431705e-12
21,8.0,4.0,1,6,0.4,25,25,True,56,1.516620162789195e-12,3.0601632339255502e-12
21,8.0,4.0,3,1,0.4,25,25,True,54,1.4429421199557702e-12,1.862111159711688e-12
21,8.0,4.0,3,3,0.4,25,25,True,54,1.491196055525279e-12,3.023914452171539e-12
21,8.0,4.0,3,6,0.4,25,25,True,58,1.537048266442298e-12,3.2578939546112906e-12
21,8.0,4.0,6,1,0.4,25,25,True,54,1.4458200262024157e-12,1.8599002546415555e-12
21,8.0,4.0,6,3,0.4,25,25,True,54,1.502187263469068e-12,2.9697355685698312e-12
21,8.0,4.0,6,6,0.4,25,25,True,57,1.5160650512768825e-12,3.1663560662309465e-12
21,8.0,8.0,1,1,0.4,25,25,True,54,1.490821355254468e-12,2.8454044675996215e-12
21,8.0,8.0,1,3,0.4,25,25,True,55,1.5263346142546652e-12,3.072209153742733e-12
21,8.0,8.0,1,6,0.4,25,25,True,57,1.4948042803553108e-12,3.134159598516817e-12
21,8.0,8.0,3,1,0.4,25,25,True,54,1.4679646387349976e-12,2.873701276939755e-12
21,8.0,8.0,3,3,0.4,25,25,True,56,1.4256928970723948e-12,2.8882451985623447e-12
21,8.0,8.0,3,6,0.4,25,25,True,60,1.5791257190755914e-12,3.298861184219959e-12
21,8.0,8.0,6,1,0.4,25,25,True,54,1.5016876631079867e-12,2.971234369653075e-12
21,8.0,8.0,6,3,0.4,25,25,True,56,1.51595402897442e-12,3.1034619318859313e-12
21,8.0,8.0,6,6,0.4,25,25,True,61,1.5700774014248964e-12,3.406719351062293e-12
21,8.0,16.0,1,1,0.4,25,25,True,54,1.470545907267251e-12,2.9750091279368007e-12
21,8.0,16.0,1,3,0.4,25,25,True,57,1.496580637194711e-12,3.0970781494943367e-12
21,8.0,16.0,1,6,0.4,25,25,True,58,1.5362155991738291e-12,3.2899238888717264e-12
21,8.0,16.0,3,1,0.4,25,25,True,55,1.5168699629697358e-12,3.063688192028735e-12
21,8.0,16.0,3,3,0.4,25,25,True,59,1.5060730440552561e-12,3.228250999853799e-12
21,8.0,16.0,3,6,0.4,25,25,True,63,1.5976109324356003e-12,3.6204372833026355e-12
21,8.0,16.0,6,1,0.4,25,25,True,54,1.484312672772603e-12,3.011701998900662e-12
21,8.0,16.0,6,3,0.4,25,25,True,60,1.5881740367262864e-12,3.4873770538013105e-12
21,8.0,16.0,6,6,0.4,25,25,True,67,1.7621459846850485e-12,3.8790082257378344e-12
21,16.0,4.0,1,1,0.4,25,25,True,54,1.4453108848622165e-12,1.85865212110059e-12
21,16.0,4.0,1,3,0.4,25,25,True,54,1.4294676553561203e-12,2.840366830625385e-12
21,16.0,4.0,1,6,0.4,25,25,True,55,1.4920287227937479e-12,2.9965474546145288e-12
21,16.0,4.0,3,1,0.4,25,25,True,54,1.4441711715384997e-12,1.8604024570878508e-12
21,16.0,4.0,3,3,0.4,25,25,True,54,1.4453716001838757e-12,2.859434911073322e-12
21,16.0,4.0,3,6,0.4,25,25,True,55,1.5251133689275775e-12,3.0218605395759823e-12
21,16.0,4.0,6,1,0.4,25,25,True,54,1.4455841038096828e-12,1.859265345849348e-12
21,16.0,4.0,6,3,0.4,25,25,True,54,1.4537537840197956e-12,2.9140856394604953e-12
21,16.0,4.0,6,6,0.4,25,25,True,55,1.479150135708096e-12,3.0107027981784995e-12
21,16.0,8.0,1,1,0.4,25,25,True,53,1.4904605327714648e-12,2.8904378890359794e-12
21,16.0,8.0,1,3,0.4,25,25,True,54,1.4971357487070236e-12,3.0141444895548375e-12
21,16.0,8.0,1,6,0.4,25,25,True,55,1.5077383785921938e-12,3.0511704274260865e-12
21,16.0,8.0,3,1,0.4,25,25,True,54,1.4473838794160088e-12,2.877392768496634e-12
21,16.0,8.0,3,3,0.4,25,25,True,55,1.4204193377054253e-12,2.7792212975441544e-12
21,16.0,8.0,3,6,0.4,25,25,True,57,1.5005219289321303e-12,3.123223901724259e-12
21,16.0,8.0,6,1,0.4,25,25,True,53,1.478400735166474e-12,2.9528740563833367e-12
21,16.0,8.0,6,3,0.4,25,25,True,55,1.4244161405940758e-12,2.886801908630332e-12
21,16.0,8.0,6,6,0.4,25,25,True,57,1.5468182290589993e-12,3.1846747461372615e-12
21,16.0,16.0,1,1,0.4,25,25,True,54,1.5012713294737523e-12,2.900207851652681e-12
21,16.0,16.0,1,3,0.4,25,25,True,55,1.5122347818419257e-12,3.0804803152761906e-12
21,16.0,16.0,1,6,0.4,25,25,True,56,1.4925838343060605e-12,2.9843905124948833e-12
21,16.0,16.0,3,1,0.4,25,25,True,54,1.485367384645997e-12,2.9885816044128433e-12
21,16.0,16.0,3,3,0.4,25,25,True,56,1.5173973189064327e-12,3.0505042936113114e-12
21,16.0,16.0,3,6,0.4,25,25,True,58,1.5067946890212625e-12,3.1764590957550354e-12
21,16.0,16.0,6,1,0.4,25,25,True,54,1.504657509698859e-12,2.9747870833318757e-12
21,16.0,16.0,6,3,0.4,25,25,True,57,1.5286105714551468e-12,3.1526448118768258e-12
21,16.0,16.0,6,6,0.4,25,25,True,60,1.5544232567776817e-12,3.3635316754043743e-12
22,4.0,4.0,1,1,0.4,25,25,True,54,1.433900741198979e-12,1.757616621689273e-12
22,4.0,4.0,1,3,0.4,25,25,True,55,1.4521994717853204e-12,2.975064639088032e-12
22,4.0,4.0,1,6,0.4,25,25,True,59,1.5580869927589447e-12,3.356981359559086e-12
22,4.0,4.0,3,1,0.4,25,25,True,54,1.4329761335862834e-12,1.7516699896136245e-12
22,4.0,4.0,3,3,0.4,25,25,True,55,1.5009382625663648e-12,3.0384306182185128e-12
22,4.0,4.0,3,6,0.4,25,25,True,63,1.6152634785271403e-12,3.567590667330478e-12
22,4.0,4.0,6,1,0.4,25,25,True,54,1.436151544909059e-12,1.7478414549021437e-12
22,4.0,4.0,6,3,0.4,25,25,True,54,1.4808432258206494e-12,3.0012659024691857e-12
22,4.0,4.0,6,6,0.4,25,25,True,61,1.556643702826932e-12,3.433697770560684e-12
22,4.0,8.0,1,1,0.4,25,25,True,54,1.4599987885333121e-12,2.8449673172836754e-12
22,4.0,8.0,1,3,0.4,25,25,True,57,1.5134560271690134e-12,3.081201960242197e-12
22,4.0,8.0,1,6,0.4,25,25,True,62,1.549982364679181e-12,3.454792008028562e-12
22,4.0,8.0,3,1,0.4,25,25,True,54,1.4777901125029302e-12,2.978943480780316e-12
22,4.0,8.0,3,3,0.4,25,25,True,59,1.5619172621939015e-12,3.3653635433950058e-12
22,4.0,8.0,3,6,0.4,25,25,True,69,1.6872614416740817e-12,4.06152889098621e-12
22,4.0,8.0,6,1,0.4,25,25,True,54,1.5051709878477482e-12,3.0179747589897943e-12
22,4.0,8.0,6,3,0.4,25,25,True,58,1.4454548669107226e-12,3.0095925751538743e-12
22,4.0,8.0,6,6,0.4,25,25,True,71,1.6783241463258491e-12,4.153011268215323e-12
22,4.0,16.0,1,1,0.4,25,25,True,55,1.5204504322241519e-12,3.130634640413632e-12
22,4.0,16.0,1,3,0.4,25,25,True,60,1.5187850976872141e-12,3.3457681070103718e-12
22,4.0,16.0,1,6,0.4,25,25,True,65,1.5861756352819611e-12,3.637756762486788e-12
22,4.0,16.0,3,1,0.4,25,25,True,56,1.505184865635556e-12,3.078565180558712e-12
22,4.0,16.0,3,3,0.4,25,25,True,65,1.6266987756807794e-12,3.7849168244008524e-12
22,4.0,16.0,3,6,0.4,25,25,True,78,1.7104095917375162e-12,4.71600536400274e-12
22,4.0,16.0,6,1,0.4,25,25,True,55,1.518868364414061e-12,2.952110778053907e-12
22,4.0,16.0,6,3,0.4,25,25,True,67,1.6651124923328098e-12,3.933353642793236e-12
22,4.0,16.0,6,6,0.4,25,25,True,88,1.8065549056700547e-12,5.512257317263902e-12
22,8.0,4.0,1,1,0.4,25,25,True,54,1.4223492175724495e-12,1.7483983011379323e-12
22,8.0,4.0,1,3,0.4,25,25,True,54,1.5074608228360376e-12,3.0132285555595217e-12
22,8.0,4.0,1,6,0.4,25,25,True,56,1.5274448372792904e-12,3.160249839595508e-12
22,8.0,4.0,3,1,0.4,25,25,True,54,1.4341531434647337e-12,1.748859737582542e-12
22,8.0,4.0,3,3,0.4,25,25,True,54,1.4425127758954659e-12,2.9261038037020626e-12
22,8.0,4.0,3,6,0.4,25,25,True,58,1.4854784069484595e-12,3.1170066527863582e-12
22,8.0,4.0,6,1,0.4,25,25,True,54,1.4357213334870167e-12,1.7468717444790727e-12
22,8.0,4.0,6,3,0.4,25,25,True,54,1.4617196342214811e-12,2.9052316108391096e-12
22,8.0,4.0,6,6,0.4,25,25,True,57,1.5427104038678863e-12,3.175071316974254e-12
22,8.0,8.0,1,1,0.4,25,25,True,54,1.4505480150361905e-12,2.8185717648732123e-12
22,8.0,8.0,1,3,0.4,25,25,True,55,1.490974010920354e-12,3.0515590054847053e-12
22,8.0,8.0,1,6,0.4,25,25,True,57,1.5360490657201353e-12,3.1280533718813786e-12
